,SYMBOL,EXPIRE_DATE,STRIKE,C_BID,C_ASK,C_IV,C_OI,C_VOLUME,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_LAST,UNDERLYING_LAST,P_BID,P_ASK,P_IV,P_OI,P_VOLUME,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_LAST,QUOTE_DATE,C_MID,P_MID,DTE,T,r,q,b
6368,SPXW,2026-03-13,7085,4.5,4.9,0.1047,196.0,294.0,0.0719,0.001,2.0,-0.6695,0.1717,4.92,6878.8799,203.3,212.0,0.0893,0.0,0.0,-0.9282,0.001,2.0,-0.6695,-2.3472,0.0,2026-02-27,4.7,207.65,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6369,SPXW,2026-03-13,7090,4.0,4.2,0.1037,526.0,79.0,0.0663,0.0009,1.8889,-0.6242,0.1583,4.05,6878.8799,209.5,215.4,0.1008,5.0,2.0,-0.9338,0.0009,1.8889,-0.6242,-2.3623,234.0,2026-02-27,4.1,212.45,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6370,SPXW,2026-03-13,7100,3.1,3.4,0.1022,3401.0,349.0,0.0567,0.0008,1.6884,-0.5456,0.1353,3.3,6878.8799,218.5,224.5,0.1001,35.0,0.0,-0.9434,0.0008,1.6884,-0.5456,-2.3889,168.91,2026-02-27,3.25,221.5,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6371,SPXW,2026-03-13,7110,2.4,2.65,0.1004,542.0,155.0,0.0488,0.0007,1.5139,-0.4806,0.1161,2.62,6878.8799,227.8,233.4,0.0957,3.0,0.0,-0.9514,0.0007,1.5139,-0.4806,-2.4116,231.55,2026-02-27,2.525,230.60000000000002,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6372,SPXW,2026-03-13,7120,1.85,2.05,0.0991,913.0,72.0,0.0422,0.0006,1.3608,-0.4261,0.1006,1.75,6878.8799,237.2,243.2,0.0961,8.0,1.0,-0.9579,0.0006,1.3608,-0.4261,-2.4307,242.9,2026-02-27,1.95,240.2,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6373,SPXW,2026-03-13,7125,1.6,1.8,0.0985,864.0,811.0,0.0394,0.0006,1.2912,-0.402,0.0937,1.6,6878.8799,241.9,248.0,0.093,17.0,0.0,-0.9608,0.0006,1.2912,-0.402,-2.4394,262.31,2026-02-27,1.7000000000000002,244.95,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6374,SPXW,2026-03-13,7130,1.4,1.6,0.0981,294.0,124.0,0.0367,0.0006,1.2257,-0.3795,0.0873,1.45,6878.8799,246.2,252.8,0.0953,0.0,0.0,-0.9634,0.0006,1.2257,-0.3795,-2.4476,0.0,2026-02-27,1.5,249.5,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6375,SPXW,2026-03-13,7140,1.1,1.3,0.0975,371.0,212.0,0.032,0.0005,1.1043,-0.3385,0.076,1.15,6878.8799,256.2,262.8,0.0943,5.0,0.0,-0.9681,0.0005,1.1043,-0.3385,-2.4625,0.0,2026-02-27,1.2000000000000002,259.5,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6376,SPXW,2026-03-13,7150,0.85,1.0,0.0971,2251.0,1790.0,0.0279,0.0004,0.9938,-0.3019,0.0662,0.87,6878.8799,265.7,272.3,0.095,6.0,0.0,-0.9722,0.0004,0.9938,-0.3019,-2.4757,210.61,2026-02-27,0.925,269.0,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6377,SPXW,2026-03-13,7160,0.65,0.85,0.097,672.0,67.0,0.0243,0.0004,0.8929,-0.2687,0.0575,0.72,6878.8799,276.0,282.4,0.0877,0.0,0.0,-0.9758,0.0004,0.8929,-0.2687,-2.488,0.0,2026-02-27,0.75,279.2,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6378,SPXW,2026-03-13,7170,0.5,0.7,0.0973,477.0,18.0,0.0211,0.0004,0.8004,-0.2385,0.0499,0.57,6878.8799,285.8,292.0,0.0937,0.0,0.0,-0.979,0.0004,0.8004,-0.2385,-2.4992,275.49,2026-02-27,0.6,288.9,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6379,SPXW,2026-03-13,7175,0.45,0.65,0.0975,849.0,146.0,0.0197,0.0003,0.757,-0.2244,0.0465,0.53,6878.8799,290.5,296.9,0.0907,382.0,0.0,-0.9805,0.0003,0.757,-0.2244,-2.5044,284.65,2026-02-27,0.55,293.7,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6380,SPXW,2026-03-13,7180,0.4,0.6,0.0977,464.0,98.0,0.0183,0.0003,0.7154,-0.211,0.0433,0.57,6878.8799,287.8,308.1,0.0784,0.0,0.0,-0.9818,0.0003,0.7154,-0.211,-2.5094,0.0,2026-02-27,0.5,297.95000000000005,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6381,SPXW,2026-03-13,7190,0.35,0.55,0.0984,1062.0,73.0,0.0158,0.0003,0.6375,-0.186,0.0373,0.53,6878.8799,297.7,319.6,0.0822,0.0,0.0,-0.9843,0.0003,0.6375,-0.186,-2.5189,0.0,2026-02-27,0.45,308.65,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6382,SPXW,2026-03-13,7200,0.3,0.45,0.0995,2151.0,655.0,0.0136,0.0002,0.5665,-0.1634,0.0321,0.37,6878.8799,309.4,331.6,0.0,48.0,0.0,-0.9865,0.0002,0.5665,-0.1634,-2.5277,308.7,2026-02-27,0.375,320.5,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6383,SPXW,2026-03-13,7210,0.25,0.4,0.1003,377.0,17.0,0.0117,0.0002,0.502,-0.143,0.0276,0.27,6878.8799,317.6,339.5,0.0,30.0,0.0,-0.9884,0.0002,0.502,-0.143,-2.5357,323.78,2026-02-27,0.325,328.55,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6384,SPXW,2026-03-13,7220,0.2,0.4,0.101,485.0,82.0,0.01,0.0002,0.4434,-0.1248,0.0236,0.37,6878.8799,327.5,349.2,0.0,0.0,0.0,-0.9901,0.0002,0.4434,-0.1248,-2.5432,0.0,2026-02-27,0.30000000000000004,338.35,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6385,SPXW,2026-03-13,7225,0.2,0.35,0.1022,1716.0,47.0,0.0093,0.0002,0.4163,-0.1164,0.0218,0.27,6878.8799,332.5,354.4,0.0,1.0,0.0,-0.9908,0.0002,0.4163,-0.1164,-2.5468,305.95,2026-02-27,0.275,343.45,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6386,SPXW,2026-03-13,7230,0.15,0.35,0.1035,475.0,160.0,0.0086,0.0002,0.3906,-0.1085,0.0201,0.32,6878.8799,338.6,360.9,0.0,0.0,0.0,-0.9916,0.0002,0.3906,-0.1085,-2.5503,0.0,2026-02-27,0.25,349.75,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6387,SPXW,2026-03-13,7240,0.15,0.3,0.1036,421.0,102.0,0.0073,0.0001,0.3433,-0.094,0.0172,0.27,6878.8799,347.4,369.4,0.0,0.0,0.0,-0.9928,0.0001,0.3433,-0.094,-2.5568,0.0,2026-02-27,0.22499999999999998,358.4,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6388,SPXW,2026-03-13,7250,0.1,0.3,0.1061,762.0,33.0,0.0062,0.0001,0.3008,-0.0813,0.0146,0.17,6878.8799,357.4,379.9,0.0,0.0,0.0,-0.9939,0.0001,0.3008,-0.0813,-2.5629,0.0,2026-02-27,0.2,368.65,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6389,SPXW,2026-03-13,7260,0.1,0.3,0.1072,0.0,1.0,0.0053,0.0001,0.2629,-0.07,0.0123,0.27,6878.8799,369.3,391.4,0.0,0.0,0.0,-0.9948,0.0001,0.2629,-0.07,-2.5687,0.0,2026-02-27,0.2,380.35,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6390,SPXW,2026-03-13,7270,0.1,0.3,0.1081,0.0,2.0,0.0045,0.0001,0.2294,-0.0602,0.0105,0.22,6878.8799,378.7,401.3,0.0,0.0,0.0,-0.9957,0.0001,0.2294,-0.0602,-2.5742,0.0,2026-02-27,0.2,390.0,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6391,SPXW,2026-03-13,7275,0.05,0.25,0.1092,524.0,41.0,0.0041,0.0001,0.2141,-0.0558,0.0096,0.18,6878.8799,383.2,404.3,0.0,0.0,0.0,-0.996,0.0001,0.2141,-0.0558,-2.5768,0.0,2026-02-27,0.15,393.75,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6392,SPXW,2026-03-13,7280,0.05,0.25,0.1104,0.0,0.0,0.0038,0.0001,0.1998,-0.0516,0.0088,0.0,6878.8799,389.0,411.3,0.0,0.0,0.0,-0.9964,0.0001,0.1998,-0.0516,-2.5794,0.0,2026-02-27,0.15,400.15,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6393,SPXW,2026-03-13,7290,0.05,0.25,0.1111,0.0,0.0,0.0032,0.0001,0.1735,-0.0442,0.0074,0.0,6878.8799,399.5,421.0,0.0,0.0,0.0,-0.9969,0.0001,0.1735,-0.0442,-2.5843,0.0,2026-02-27,0.15,410.25,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6394,SPXW,2026-03-13,7300,0.05,0.25,0.115,1779.0,57.0,0.0027,0.0001,0.151,-0.0379,0.0063,0.15,6878.8799,407.3,429.1,0.0,0.0,0.0,-0.9974,0.0001,0.1506,-0.0378,-2.589,0.0,2026-02-27,0.15,418.20000000000005,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6395,SPXW,2026-03-13,7325,0.05,0.2,0.1171,694.0,0.0,0.0018,0.0,0.1052,-0.0254,0.0041,0.22,6878.8799,432.8,454.2,0.0,0.0,0.0,-0.9984,0.0,0.1052,-0.0254,-2.6001,0.0,2026-02-27,0.125,443.5,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6396,SPXW,2026-03-13,7350,0.0,0.2,0.1227,715.0,1.0,0.0012,0.0,0.0735,-0.0171,0.0026,0.15,6878.8799,457.1,479.0,0.0,0.0,0.0,-0.999,0.0,0.0735,-0.0171,-2.6104,403.58,2026-02-27,0.1125,468.05,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6397,SPXW,2026-03-13,7375,0.0,0.2,0.1283,2806.0,0.0,0.0008,0.0,0.0517,-0.0117,0.0018,0.16,6878.8799,482.1,504.1,0.0,0.0,0.0,-0.9994,0.0,0.0517,-0.0117,-2.6202,0.0,2026-02-27,0.1125,493.1,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6398,SPXW,2026-03-13,7400,0.0,0.2,0.1308,5502.0,19.0,0.0005,0.0,0.0374,-0.0082,0.0012,0.19,6878.8799,508.8,530.9,0.0,0.0,0.0,-0.9996,0.0,0.0371,-0.0082,-2.6296,440.08,2026-02-27,0.1125,519.85,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6399,SPXW,2026-03-13,7425,0.05,0.2,0.1417,281.0,18.0,0.0004,0.0,0.0273,-0.0059,0.0008,0.14,6878.8799,534.6,555.9,0.0,0.0,0.0,-0.9998,0.0,0.0274,-0.0059,-2.6389,425.87,2026-02-27,0.125,545.25,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6400,SPXW,2026-03-13,7450,0.0,0.2,0.1448,333.0,0.0,0.0003,0.0,0.0208,-0.0045,0.0006,0.12,6878.8799,557.0,578.5,0.0,0.0,0.0,-0.9999,0.0,0.0209,-0.0045,-2.648,0.0,2026-02-27,0.1125,567.75,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6401,SPXW,2026-03-13,7475,0.0,0.15,0.1472,5.0,0.0,0.0002,0.0,0.0166,-0.0036,0.0005,1.35,6878.8799,581.9,604.9,0.0,0.0,0.0,-0.9999,0.0,0.0165,-0.0035,-2.657,0.0,2026-02-27,0.0875,593.4,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6402,SPXW,2026-03-13,7500,0.0,0.15,0.1525,447.0,58.0,0.0002,0.0,0.0135,-0.0029,0.0004,0.1,6878.8799,608.3,630.7,0.0,2.0,0.0,-1.0,0.0,0.0134,-0.0029,-2.666,580.65,2026-02-27,0.0875,619.5,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6403,SPXW,2026-03-13,7525,0.0,0.15,0.1578,2002.0,0.0,0.0001,0.0,0.0113,-0.0025,0.0003,0.19,6878.8799,631.8,653.2,0.0,0.0,0.0,-1.0,0.0,0.0112,-0.0025,-2.675,0.0,2026-02-27,0.0875,642.5,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6404,SPXW,2026-03-13,7550,0.0,0.15,0.1631,4097.0,5.0,0.0001,0.0,0.0095,-0.0021,0.0003,0.1,6878.8799,658.2,680.7,0.0,1.0,0.0,-1.0,0.0,0.0096,-0.0022,-2.6839,640.12,2026-02-27,0.0875,669.45,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6405,SPXW,2026-03-13,7600,0.0,0.15,0.1735,1077.0,1.0,0.0001,0.0,0.0072,-0.0017,0.0002,0.08,6878.8799,708.7,730.6,0.0,0.0,0.0,-1.0,0.0,0.0073,-0.0017,-2.7017,0.0,2026-02-27,0.0875,719.6500000000001,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6406,SPXW,2026-03-13,7650,0.0,0.15,0.1837,161.0,0.0,0.0001,0.0,0.0056,-0.0014,0.0001,0.15,6878.8799,758.5,780.6,0.0,0.0,0.0,-1.0,0.0,0.0057,-0.0014,-2.7195,0.0,2026-02-27,0.0875,769.55,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6407,SPXW,2026-03-13,7700,0.0,0.15,0.1938,25.0,0.0,0.0,0.0,0.0046,-0.0012,0.0001,0.15,6878.8799,808.5,830.5,0.0,0.0,0.0,-1.0,0.0,0.0046,-0.0012,-2.7373,0.0,2026-02-27,0.0875,819.5,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6408,SPXW,2026-03-13,7800,0.0,0.15,0.209,2450.0,0.0,0.0,0.0,0.003,-0.0008,0.0001,0.1,6878.8799,907.8,930.3,0.0,1.0,0.0,-1.0,0.0,0.0031,-0.0009,-2.7729,852.44,2026-02-27,0.0875,919.05,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6409,SPXW,2026-03-13,8000,0.0,0.15,0.247,2007.0,0.0,0.0,0.0,0.0015,-0.0005,0.0,0.08,6878.8799,1106.2,1130.0,0.0,2.0,0.0,-1.0,0.0,0.0016,-0.0005,-2.844,1079.64,2026-02-27,0.0875,1118.1,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6410,SPXW,2026-03-13,8200,0.0,0.1,0.2836,16.0,0.0,0.0,0.0,0.0009,-0.0003,0.0,0.1,6878.8799,1305.8,1326.8,0.0,1.0,0.0,-1.0,0.0,0.0009,-0.0003,-2.9151,1288.87,2026-02-27,0.0625,1316.3,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6411,SPXW,2026-03-13,8400,0.0,0.1,0.3189,15.0,0.0,0.0,0.0,0.0005,-0.0002,0.0,0.1,6878.8799,1506.2,1529.4,0.0,0.0,0.0,-1.0,0.0,0.0006,-0.0002,-2.9862,0.0,2026-02-27,0.0625,1517.8000000000002,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6412,SPXW,2026-03-13,8600,0.0,0.1,0.3531,0.0,0.0,0.0,0.0,0.0004,-0.0002,0.0,0.0,6878.8799,1707.1,1729.1,0.0,0.0,0.0,-1.0,0.0,0.0004,-0.0002,-3.0573,0.0,2026-02-27,0.0625,1718.1,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6413,SPXW,2026-03-13,8800,0.0,0.1,0.3862,0.0,0.0,0.0,0.0,0.0002,-0.0001,0.0,0.0,6878.8799,1904.9,1925.5,0.0,0.0,0.0,-1.0,0.0,0.0002,-0.0001,-3.1284,0.0,2026-02-27,0.0625,1915.2,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6414,SPXW,2026-03-13,9000,0.0,0.1,0.4183,3.0,0.0,0.0,0.0,0.0002,-0.0001,0.0,0.1,6878.8799,2104.6,2126.4,0.0,1.0,0.0,-1.0,0.0,0.0002,-0.0001,-3.1994,2050.04,2026-02-27,0.0625,2115.5,14,0.038356164383561646,0.04137582061286327,0.0329124132822814,0.008463407330581867
6415,SPXW,2026-03-16,2800,4062.0,4084.0,1.4074,1.0,0.0,0.9997,0.0,0.0211,-0.0672,1.0714,0.0,6878.8799,0.0,0.15,1.2122,27.0,0.0,-0.0004,0.0,0.0211,-0.0672,-0.0011,0.1,2026-02-27,4073.0,0.0875,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6416,SPXW,2026-03-16,3000,3862.3,3884.6,1.2995,0.0,0.0,0.9997,0.0,0.0237,-0.0704,1.1478,0.0,6878.8799,0.0,0.15,1.1225,23.0,0.0,-0.0004,0.0,0.0236,-0.0701,-0.0012,0.2,2026-02-27,3873.45,0.0875,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6417,SPXW,2026-03-16,3200,3662.6,3685.0,1.1988,0.0,0.0,0.9996,0.0,0.0268,-0.074,1.2242,0.0,6878.8799,0.0,0.15,1.0385,30.0,0.0,-0.0005,0.0,0.0267,-0.0737,-0.0014,0.1,2026-02-27,3673.8,0.0875,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6418,SPXW,2026-03-16,3400,3463.0,3484.8,1.1231,3.0,0.0,0.9995,0.0,0.0305,-0.0783,1.3005,3543.84,6878.8799,0.0,0.15,0.9788,4.0,0.0,-0.0006,0.0,0.0303,-0.0778,-0.0016,0.15,2026-02-27,3473.9,0.0875,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6419,SPXW,2026-03-16,3600,3263.3,3285.7,1.0333,3.0,0.0,0.9994,0.0,0.0349,-0.0832,1.3768,3344.99,6878.8799,0.0,0.2,0.9028,42.0,0.0,-0.0007,0.0,0.0349,-0.0833,-0.0018,0.55,2026-02-27,3274.5,0.1125,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6420,SPXW,2026-03-16,3800,3067.2,3087.6,0.9635,0.0,0.0,0.9993,0.0,0.0403,-0.0891,1.453,0.0,6878.8799,0.05,0.2,0.856,254.0,1.0,-0.0008,0.0,0.0403,-0.089,-0.0021,0.1,2026-02-27,3077.3999999999996,0.125,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6421,SPXW,2026-03-16,4000,2864.0,2885.9,0.8951,0.0,0.0,0.9992,0.0,0.047,-0.0961,1.5292,0.0,6878.8799,0.1,0.2,0.795,136.0,1.0,-0.0009,0.0,0.0469,-0.0959,-0.0025,0.15,2026-02-27,2874.95,0.15000000000000002,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6422,SPXW,2026-03-16,4200,2664.4,2686.3,0.8173,0.0,0.0,0.999,0.0,0.0552,-0.1046,1.6053,0.0,6878.8799,0.15,0.35,0.7542,10.0,1.0,-0.0011,0.0,0.0551,-0.1044,-0.0029,0.2,2026-02-27,2675.3500000000004,0.25,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6423,SPXW,2026-03-16,4400,2464.8,2487.2,0.7533,0.0,0.0,0.9988,0.0,0.0659,-0.1152,1.6812,0.0,6878.8799,0.25,0.4,0.7016,178.0,11.0,-0.0013,0.0,0.0658,-0.115,-0.0035,0.3,2026-02-27,2476.0,0.325,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6424,SPXW,2026-03-16,4600,2265.6,2289.2,0.6982,0.0,0.0,0.9985,0.0,0.0802,-0.1289,1.7569,0.0,6878.8799,0.35,0.5,0.6539,156.0,8.0,-0.0016,0.0,0.0801,-0.1287,-0.0043,0.45,2026-02-27,2277.3999999999996,0.425,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6425,SPXW,2026-03-16,4800,2065.7,2087.9,0.6416,0.0,0.0,0.998,0.0,0.0997,-0.1474,1.8323,0.0,6878.8799,0.5,0.65,0.605,65.0,1.0,-0.0021,0.0,0.0996,-0.1472,-0.0055,0.6,2026-02-27,2076.8,0.575,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6426,SPXW,2026-03-16,5000,1866.2,1888.1,0.5842,0.0,0.0,0.9974,0.0,0.1284,-0.1739,1.9072,0.0,6878.8799,0.7,0.85,0.5568,768.0,0.0,-0.0028,0.0,0.1282,-0.1736,-0.0072,0.65,2026-02-27,1877.15,0.7749999999999999,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6427,SPXW,2026-03-16,5200,1666.9,1689.3,0.5303,0.0,0.0,0.9963,0.0,0.1726,-0.2148,1.9809,0.0,6878.8799,0.95,1.1,0.5094,1108.0,107.0,-0.0038,0.0,0.1723,-0.2143,-0.0099,1.05,2026-02-27,1678.1,1.025,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6428,SPXW,2026-03-16,5400,1467.5,1490.0,0.4778,0.0,0.0,0.9945,0.0,0.2462,-0.2813,2.0526,0.0,6878.8799,1.3,1.45,0.4619,846.0,42.0,-0.0056,0.0,0.2462,-0.2813,-0.0148,1.6,2026-02-27,1478.75,1.375,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6429,SPXW,2026-03-16,5500,1368.2,1391.9,0.4546,1.0,0.0,0.9931,0.0,0.2997,-0.3292,2.0872,1357.23,6878.8799,1.5,1.7,0.4386,96.0,1.0,-0.007,0.0,0.2997,-0.3292,-0.0184,1.75,2026-02-27,1380.0500000000002,1.6,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6430,SPXW,2026-03-16,5600,1277.6,1285.4,0.4309,0.0,0.0,0.9912,0.0,0.3701,-0.3894,2.1205,0.0,6878.8799,1.8,2.0,0.4166,558.0,131.0,-0.0089,0.0,0.3701,-0.3894,-0.0235,2.02,2026-02-27,1281.5,1.9,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6431,SPXW,2026-03-16,5700,1178.7,1185.9,0.3968,0.0,0.0,0.9887,0.0,0.4592,-0.4642,2.1521,0.0,6878.8799,2.2,2.35,0.3938,357.0,6.0,-0.0115,0.0,0.4592,-0.4642,-0.0301,2.65,2026-02-27,1182.3000000000002,2.2750000000000004,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6432,SPXW,2026-03-16,5800,1079.0,1085.7,0.38,0.0,0.0,0.9853,0.0001,0.5745,-0.5548,2.1814,0.0,6878.8799,2.65,2.85,0.371,145.0,30.0,-0.0148,0.0001,0.5745,-0.5548,-0.039,4.1,2026-02-27,1082.35,2.75,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6433,SPXW,2026-03-16,5875,1004.9,1012.0,0.3548,0.0,0.0,0.9821,0.0001,0.679,-0.6344,2.2016,0.0,6878.8799,3.1,3.3,0.3542,22.0,4.0,-0.0181,0.0001,0.679,-0.6344,-0.0476,3.3,2026-02-27,1008.45,3.2,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6434,SPXW,2026-03-16,5900,979.6,986.4,0.3496,0.0,0.0,0.9808,0.0001,0.7186,-0.6632,2.2079,0.0,6878.8799,3.3,3.5,0.3489,130.0,6.0,-0.0193,0.0001,0.7186,-0.6632,-0.0508,3.5,2026-02-27,983.0,3.4,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6435,SPXW,2026-03-16,5925,955.1,962.1,0.3449,0.0,0.0,0.9795,0.0001,0.7611,-0.6934,2.214,0.0,6878.8799,3.5,3.7,0.3434,101.0,0.0,-0.0206,0.0001,0.7611,-0.6934,-0.0544,8.18,2026-02-27,958.6,3.6,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6436,SPXW,2026-03-16,5950,930.8,936.9,0.3386,0.0,0.0,0.9781,0.0001,0.8061,-0.7248,2.2196,0.0,6878.8799,3.7,3.9,0.3384,25.0,0.0,-0.0221,0.0001,0.8061,-0.7248,-0.0582,3.4,2026-02-27,933.8499999999999,3.8,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6437,SPXW,2026-03-16,5975,905.7,912.5,0.3328,0.0,0.0,0.9765,0.0001,0.8535,-0.7578,2.225,0.0,6878.8799,3.9,4.1,0.3331,184.0,1.0,-0.0236,0.0001,0.8535,-0.7578,-0.0624,4.9,2026-02-27,909.1,4.0,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6438,SPXW,2026-03-16,6000,880.9,888.1,0.3348,3.0,0.0,0.9748,0.0001,0.9034,-0.7923,2.2301,927.0,6878.8799,4.1,4.4,0.3276,8774.0,137.0,-0.0253,0.0001,0.9034,-0.7923,-0.0669,4.3,2026-02-27,884.5,4.25,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6439,SPXW,2026-03-16,6025,856.6,863.4,0.3257,0.0,0.0,0.973,0.0001,0.9565,-0.8284,2.2349,0.0,6878.8799,4.4,4.6,0.322,39.0,1.0,-0.0271,0.0001,0.9565,-0.8284,-0.0716,5.4,2026-02-27,860.0,4.5,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6440,SPXW,2026-03-16,6050,831.8,838.8,0.3161,0.0,0.0,0.971,0.0001,1.0136,-0.8663,2.2393,0.0,6878.8799,4.6,4.9,0.3166,106.0,0.0,-0.0291,0.0001,1.0136,-0.8663,-0.0768,4.5,2026-02-27,835.3,4.75,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6441,SPXW,2026-03-16,6075,807.0,813.7,0.3127,0.0,0.0,0.9689,0.0001,1.0752,-0.9061,2.2432,0.0,6878.8799,4.9,5.2,0.3115,93.0,0.0,-0.0312,0.0001,1.0752,-0.9061,-0.0825,9.7,2026-02-27,810.35,5.050000000000001,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6442,SPXW,2026-03-16,6100,782.4,788.8,0.3073,0.0,0.0,0.9666,0.0002,1.1413,-0.9481,2.2465,0.0,6878.8799,5.3,5.6,0.3057,5101.0,5068.0,-0.0336,0.0002,1.1413,-0.9481,-0.0887,5.4,2026-02-27,785.5999999999999,5.449999999999999,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
6443,SPXW,2026-03-16,6125,757.8,764.2,0.3022,0.0,0.0,0.964,0.0002,1.2114,-0.9924,2.2493,0.0,6878.8799,5.6,5.9,0.301,132.0,0.0,-0.0361,0.0002,1.2114,-0.9924,-0.0956,5.44,2026-02-27,761.0,5.75,17,0.04657534246575343,0.036667942928516266,0.02959972675740263,0.007068216171113636
